case_id,correct_diagnosis_reference,similarity,comparison,embedding_gap
23,Irritable Bowel Syndrome,0.956755518913269,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.04324448108673096
28,Lung cancer,0.9669123888015747,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.03308761119842529
2,Hirschsprung disease,0.9818875789642334,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.0181124210357666
18,Uterine rupture,0.9820448160171509,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.01795518398284912
5,Pes anserine bursitis,0.9844073057174683,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.015592694282531738
24,Meigs syndrome,0.9845148921012878,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.015485107898712158
25,Primary sclerosing cholangitis,0.9860959649085999,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.013904035091400146
15,Epidermoid cyst,0.9861687421798706,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.013831257820129395
26,Interstitial cystitis,0.9862241744995117,Qwen_plus_turbo_1_vs_Qwen_plus_turbo_2,0.013775825500488281
28,Lung cancer,0.9085683822631836,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.0914316177368164
23,Irritable Bowel Syndrome,0.915134072303772,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.08486592769622803
2,Hirschsprung disease,0.9272773265838623,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.0727226734161377
18,Uterine rupture,0.9321755170822144,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.06782448291778564
5,Pes anserine bursitis,0.9366417527198792,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.06335824728012085
26,Interstitial cystitis,0.9427752494812012,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.05722475051879883
24,Meigs syndrome,0.9542617797851562,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.04573822021484375
25,Primary sclerosing cholangitis,0.9574407339096069,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.042559266090393066
15,Epidermoid cyst,0.9594091176986694,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.040590882301330566
28,Lung cancer,0.9063504338264465,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.09364956617355347
23,Irritable Bowel Syndrome,0.9086954593658447,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.09130454063415527
18,Uterine rupture,0.9348335266113281,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.06516647338867188
5,Pes anserine bursitis,0.9360344409942627,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.0639655590057373
26,Interstitial cystitis,0.9449766874313354,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.05502331256866455
2,Hirschsprung disease,0.9485238790512085,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.051476120948791504
25,Primary sclerosing cholangitis,0.9551777243614197,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.04482227563858032
15,Epidermoid cyst,0.9596182107925415,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.040381789207458496
24,Meigs syndrome,0.9601119160652161,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.039888083934783936
23,Irritable Bowel Syndrome,0.8725979924201965,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.12740200757980347
28,Lung cancer,0.8771918416023254,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.12280815839767456
5,Pes anserine bursitis,0.9191426038742065,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.08085739612579346
26,Interstitial cystitis,0.9262763857841492,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.07372361421585083
18,Uterine rupture,0.9383820295333862,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.06161797046661377
15,Epidermoid cyst,0.9412553310394287,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.05874466896057129
2,Hirschsprung disease,0.9503143429756165,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.049685657024383545
25,Primary sclerosing cholangitis,0.9514129757881165,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.048587024211883545
24,Meigs syndrome,0.9532382488250732,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.04676175117492676
28,Lung cancer,0.8781190514564514,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.12188094854354858
23,Irritable Bowel Syndrome,0.8826811909675598,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.11731880903244019
5,Pes anserine bursitis,0.9265404343605042,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.07345956563949585
25,Primary sclerosing cholangitis,0.9339152574539185,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.06608474254608154
18,Uterine rupture,0.9395252466201782,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.06047475337982178
26,Interstitial cystitis,0.9426188468933105,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.05738115310668945
2,Hirschsprung disease,0.9485051035881042,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.05149489641189575
15,Epidermoid cyst,0.9500373601913452,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.049962639808654785
24,Meigs syndrome,0.9535679817199707,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.0464320182800293
23,Irritable Bowel Syndrome,0.8346542716026306,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.16534572839736938
5,Pes anserine bursitis,0.871972918510437,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.128027081489563
28,Lung cancer,0.8754091262817383,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.12459087371826172
26,Interstitial cystitis,0.8788533806800842,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.12114661931991577
24,Meigs syndrome,0.8912907838821411,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.10870921611785889
2,Hirschsprung disease,0.915438175201416,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.08456182479858398
15,Epidermoid cyst,0.9252691268920898,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.07473087310791016
18,Uterine rupture,0.928483784198761,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.07151621580123901
25,Primary sclerosing cholangitis,0.9393693208694458,Qwen_plus_turbo_1_vs_gpt_5_4_mini_1,0.0606306791305542
23,Irritable Bowel Syndrome,0.828540563583374,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.17145943641662598
5,Pes anserine bursitis,0.8670864105224609,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.13291358947753906
28,Lung cancer,0.8769991397857666,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.1230008602142334
26,Interstitial cystitis,0.8798221945762634,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.12017780542373657
24,Meigs syndrome,0.8968040347099304,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.10319596529006958
2,Hirschsprung disease,0.8984346985816956,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.10156530141830444
15,Epidermoid cyst,0.9226217269897461,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.0773782730102539
18,Uterine rupture,0.9357014298439026,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.06429857015609741
25,Primary sclerosing cholangitis,0.9458290934562683,Qwen_plus_turbo_1_vs_gpt_5_4_mini_2,0.05417090654373169
24,Meigs syndrome,0.8395655155181885,Qwen_plus_turbo_1_vs_gpt_5_5_1,0.16043448448181152
23,Irritable Bowel Syndrome,0.8422607183456421,Qwen_plus_turbo_1_vs_gpt_5_5_1,0.1577392816543579
28,Lung cancer,0.8536820411682129,Qwen_plus_turbo_1_vs_gpt_5_5_1,0.1463179588317871
5,Pes anserine bursitis,0.8748260140419006,Qwen_plus_turbo_1_vs_gpt_5_5_1,0.12517398595809937
26,Interstitial cystitis,0.8763126134872437,Qwen_plus_turbo_1_vs_gpt_5_5_1,0.12368738651275635
25,Primary sclerosing cholangitis,0.906821608543396,Qwen_plus_turbo_1_vs_gpt_5_5_1,0.093178391456604
15,Epidermoid cyst,0.9134389162063599,Qwen_plus_turbo_1_vs_gpt_5_5_1,0.08656108379364014
